assessment_id,experiment,metric,n,mean,sd,median,q1,q3,iqr,min,max
assessment_1,C,not_assessable_observation_rate,3,0.9904761904761905,0.016495721976846456,1.0,0.9857142857142858,1.0,0.014285714285714235,0.9714285714285714,1.0
assessment_1,D,human_observation_recall,3,0.7777777777777777,0.1924500897298753,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.16666666666666663,0.6666666666666666,1.0
assessment_1,D,weighted_human_feedback_coverage,3,0.5,0.16666666666666666,0.5,0.41666666666666663,0.5833333333333333,0.16666666666666663,0.3333333333333333,0.6666666666666666
assessment_1,D,human_agreement_precision,3,0.26282051282051283,0.1786841008303379,0.21153846153846154,0.16346153846153846,0.33653846153846156,0.1730769230769231,0.11538461538461539,0.46153846153846156
assessment_1,D,human_agreement_f1,3,0.35783966013012075,0.1722323813818315,0.32116788321167883,0.2640322174679084,0.43331121433311215,0.16927899686520376,0.20689655172413793,0.5454545454545455
assessment_1,D,corrective_observation_recall,3,0.7777777777777777,0.1924500897298753,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.16666666666666663,0.6666666666666666,1.0
assessment_1,D,strength_observation_recall,3,0.7777777777777777,0.1924500897298753,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.16666666666666663,0.6666666666666666,1.0
assessment_1,D,human_targeted_requirement_recall,3,0.5263748597081931,0.2970287345466486,0.6666666666666666,0.42592592592592593,0.696969696969697,0.2710437710437711,0.18518518518518517,0.7272727272727273
assessment_1,D,corrective_requirement_recall,3,0.5037957211870255,0.32421549356269946,0.6666666666666666,0.39855072463768115,0.6904761904761905,0.2919254658385093,0.13043478260869565,0.7142857142857143
assessment_1,D,strength_requirement_recall,2,0.625,0.1767766952966369,0.625,0.5625,0.6875,0.125,0.5,0.75
assessment_1,D,full_rubric_coverage,3,0.2628758169934641,0.17075283171860003,0.22,0.1688235294117647,0.3354901960784314,0.16666666666666669,0.11764705882352941,0.45098039215686275
assessment_1,D,average_summary_similarity,3,0.5046620666980743,0.04464804205934424,0.49713921546936035,0.48069627583026886,0.5248664319515228,0.04417015612125397,0.46425333619117737,0.5525936484336853
assessment_1,D,grounded_feedback_rate,3,0.9846235418875927,0.013382215762591692,0.9782608695652174,0.9769353128313891,0.9891304347826086,0.012195121951219523,0.975609756097561,1.0
assessment_1,D,not_assessable_observation_rate,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
assessment_2,A,human_observation_recall,3,0.8175925925925925,0.05094275816103302,0.8,0.788888888888889,0.8375,0.04861111111111105,0.7777777777777778,0.875
assessment_2,A,weighted_human_feedback_coverage,3,0.42546296296296293,0.03228482105853915,0.4375,0.4131944444444444,0.44375,0.030555555555555558,0.3888888888888889,0.45
assessment_2,A,human_agreement_precision,3,0.5481481481481482,0.2192392383251666,0.4444444444444444,0.4222222222222222,0.6222222222222222,0.2,0.4,0.8
assessment_2,A,human_agreement_f1,3,0.6449369315040956,0.1660985057923701,0.5656565656565655,0.5494949494949495,0.7007387305894768,0.1512437810945273,0.5333333333333333,0.8358208955223881
assessment_2,A,corrective_observation_recall,3,0.7777777777777778,0.2545875386086578,0.8333333333333334,0.6666666666666667,0.9166666666666667,0.25,0.5,1.0
assessment_2,A,strength_observation_recall,3,0.9166666666666666,0.14433756729740646,1.0,0.875,1.0,0.125,0.75,1.0
assessment_2,A,human_targeted_requirement_recall,3,0.8350168350168351,0.1450940163394966,0.7777777777777778,0.7525252525252526,0.8888888888888888,0.13636363636363624,0.7272727272727273,1.0
assessment_2,A,corrective_requirement_recall,3,0.8666666666666667,0.23094010767585033,1.0,0.8,1.0,0.19999999999999996,0.6,1.0
assessment_2,A,strength_requirement_recall,3,0.9,0.17320508075688776,1.0,0.85,1.0,0.15000000000000002,0.7,1.0
assessment_2,A,full_rubric_coverage,3,0.43939393939393945,0.07981555873373286,0.4318181818181818,0.3977272727272727,0.4772727272727273,0.07954545454545459,0.36363636363636365,0.5227272727272727
assessment_2,A,average_summary_similarity,3,0.5212711228264703,0.03654024059763891,0.5382010142008463,0.508768727382024,0.5422384639581044,0.03346973657608032,0.4793364405632019,0.5462759137153625
assessment_2,A,grounded_feedback_rate,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assessment_2,A,not_assessable_observation_rate,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assessment_2,B,human_observation_recall,3,0.762962962962963,0.22780036021750785,0.8888888888888888,0.6944444444444444,0.8944444444444444,0.19999999999999996,0.5,0.9
assessment_2,B,weighted_human_feedback_coverage,3,0.4893518518518518,0.15476194715777467,0.5555555555555556,0.4340277777777778,0.5777777777777777,0.14374999999999993,0.3125,0.6
assessment_2,B,human_agreement_precision,3,0.6212121212121212,0.22990895311353815,0.5,0.48863636363636365,0.6931818181818181,0.20454545454545447,0.4772727272727273,0.8863636363636364
assessment_2,B,human_agreement_f1,3,0.6738339546718741,0.20448898952092842,0.64,0.564186046511628,0.7665648854961833,0.20237883898455533,0.48837209302325585,0.8931297709923665
assessment_2,B,corrective_observation_recall,3,0.6944444444444443,0.3367876570272817,0.75,0.5416666666666666,0.875,0.33333333333333337,0.3333333333333333,1.0
assessment_2,B,strength_observation_recall,3,0.9583333333333334,0.07216878364870323,1.0,0.9375,1.0,0.0625,0.875,1.0
assessment_2,B,human_targeted_requirement_recall,3,0.8047138047138046,0.18330851971469628,0.7777777777777778,0.7070707070707071,0.8888888888888888,0.18181818181818177,0.6363636363636364,1.0
assessment_2,B,corrective_requirement_recall,3,0.8666666666666667,0.23094010767585033,1.0,0.8,1.0,0.19999999999999996,0.6,1.0
assessment_2,B,strength_requirement_recall,3,0.8666666666666667,0.23094010767585033,1.0,0.8,1.0,0.19999999999999996,0.6,1.0
assessment_2,B,full_rubric_coverage,3,0.6212121212121212,0.22990895311353815,0.5,0.48863636363636365,0.6931818181818181,0.20454545454545447,0.4772727272727273,0.8863636363636364
assessment_2,B,average_summary_similarity,3,0.4369637005858951,0.03605653042151797,0.4355158905188243,0.4185843865076701,0.4546191096305847,0.036034723122914614,0.40165288249651593,0.47372232874234516
assessment_2,B,grounded_feedback_rate,3,0.3488801054018445,0.22301785595050588,0.2727272727272727,0.22332015810276679,0.43636363636363634,0.21304347826086956,0.17391304347826086,0.6
assessment_2,B,not_assessable_observation_rate,3,0.3633728590250329,0.2067844777385696,0.2727272727272727,0.24505928853754938,0.43636363636363634,0.19130434782608696,0.21739130434782608,0.6
assessment_2,C,human_observation_recall,3,0.8833333333333333,0.12583057392117916,0.9,0.825,0.95,0.125,0.75,1.0
assessment_2,C,weighted_human_feedback_coverage,3,0.5680555555555555,0.11787567995954858,0.6,0.51875,0.6333333333333333,0.11458333333333326,0.4375,0.6666666666666666
assessment_2,C,human_agreement_precision,3,0.6060606060606061,0.09185117918925867,0.5909090909090909,0.5568181818181819,0.6477272727272727,0.09090909090909083,0.5227272727272727,0.7045454545454546
assessment_2,C,human_agreement_f1,3,0.7126507950954405,0.06850699255550526,0.6865671641791045,0.6737920566658235,0.7384677180668894,0.06467566140106584,0.6610169491525425,0.7903682719546743
assessment_2,C,corrective_observation_recall,3,0.8888888888888888,0.1924500897298753,1.0,0.8333333333333333,1.0,0.16666666666666674,0.6666666666666666,1.0
assessment_2,C,strength_observation_recall,3,0.9583333333333334,0.07216878364870323,1.0,0.9375,1.0,0.0625,0.875,1.0
assessment_2,C,human_targeted_requirement_recall,3,0.9023569023569024,0.09165425985734812,0.8888888888888888,0.8535353535353536,0.9444444444444444,0.09090909090909083,0.8181818181818182,1.0
assessment_2,C,corrective_requirement_recall,3,0.9333333333333332,0.11547005383792514,1.0,0.9,1.0,0.09999999999999998,0.8,1.0
assessment_2,C,strength_requirement_recall,3,0.9333333333333332,0.11547005383792512,1.0,0.9,1.0,0.09999999999999998,0.8,1.0
assessment_2,C,full_rubric_coverage,3,0.5906238464378,0.09557284478633865,0.5813953488372093,0.5406976744186047,0.6359357696566998,0.09523809523809512,0.5,0.6904761904761905
assessment_2,C,average_summary_similarity,3,0.48627392782105333,0.03378705210600677,0.4945294260978699,0.47182682156562805,0.5048487832148869,0.03302196164925886,0.44912421703338623,0.5151681403319041
assessment_2,C,grounded_feedback_rate,3,0.9584859584859585,0.03882323100264869,0.9523809523809523,0.9377289377289377,0.9761904761904762,0.038461538461538436,0.9230769230769231,1.0
assessment_2,C,not_assessable_observation_rate,3,0.9584859584859585,0.03882323100264869,0.9523809523809523,0.9377289377289377,0.9761904761904762,0.038461538461538436,0.9230769230769231,1.0
assessment_2,D,human_observation_recall,3,0.8509259259259259,0.0645696421170783,0.875,0.8263888888888888,0.8875,0.061111111111111116,0.7777777777777778,0.9
assessment_2,D,weighted_human_feedback_coverage,3,0.5726851851851852,0.023908798766065453,0.5625,0.5590277777777778,0.58125,0.022222222222222254,0.5555555555555556,0.6
assessment_2,D,human_agreement_precision,3,0.6969696969696969,0.14611592062110537,0.6363636363636364,0.6136363636363636,0.75,0.13636363636363635,0.5909090909090909,0.8636363636363636
assessment_2,D,human_agreement_f1,3,0.7632907066997962,0.10739922139507439,0.7368421052631579,0.7042144105651582,0.809142702116115,0.10492829155095684,0.6715867158671587,0.8814432989690723
assessment_2,D,corrective_observation_recall,3,0.7777777777777778,0.2545875386086578,0.8333333333333334,0.6666666666666667,0.9166666666666667,0.25,0.5,1.0
assessment_2,D,strength_observation_recall,3,0.9583333333333334,0.07216878364870323,1.0,0.9375,1.0,0.0625,0.875,1.0
assessment_2,D,human_targeted_requirement_recall,3,0.9090909090909092,0.15745916432444337,1.0,0.8636363636363636,1.0,0.13636363636363635,0.7272727272727273,1.0
assessment_2,D,corrective_requirement_recall,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
assessment_2,D,strength_requirement_recall,3,0.9,0.17320508075688776,1.0,0.85,1.0,0.15000000000000002,0.7,1.0
assessment_2,D,full_rubric_coverage,3,0.689922480620155,0.14951396528671246,0.627906976744186,0.6046511627906976,0.7441860465116279,0.13953488372093026,0.5813953488372093,0.8604651162790697
assessment_2,D,average_summary_similarity,3,0.5273624890380436,0.04711680362941334,0.5274261832237244,0.5038200269142786,0.5509367982546489,0.04711677134037029,0.48021387060483295,0.5744474132855734
assessment_2,D,grounded_feedback_rate,3,0.9259259259259259,0.08486251286955257,0.9444444444444444,0.8888888888888888,0.9722222222222222,0.08333333333333337,0.8333333333333334,1.0
assessment_2,D,not_assessable_observation_rate,3,0.9259259259259259,0.08486251286955257,0.9444444444444444,0.8888888888888888,0.9722222222222222,0.08333333333333337,0.8333333333333334,1.0
